birth_id,line_id,number,sex,dob,source,litter_id,ear_mark,sire,dam,generation,gt_app,gt_ps1,gt_aqp4,gt_cagegfp,genotype,genotype_status,status,status_date,notes
aqp4ko-47,aqp4ko,47,M,2025-02-26,in_house,,,5xFAD-AQP4KO-36,5xFAD-AQP4KO-55,4,,,-,,AQP4:-,confirmed,sacrificed,,tag:Punch
aqp4ko-48,aqp4ko,48,M,2025-02-26,in_house,,,5xFAD-AQP4KO-36,5xFAD-AQP4KO-55,4,,,-,,AQP4:-,confirmed,sacrificed,,tag:Punch
aqp4ko-49,aqp4ko,49,F,2025-02-26,in_house,,,5xFAD-AQP4KO-36,5xFAD-AQP4KO-55,4,,,-,,AQP4:-,confirmed,sacrificed,,tag:Punch
aqp4ko-50,aqp4ko,50,F,2025-02-26,in_house,,,5xFAD-AQP4KO-36,5xFAD-AQP4KO-55,4,,,-,,AQP4:-,confirmed,sacrificed,,tag:Punch
aqp4ko-51,aqp4ko,51,F,2024-11-30,in_house,,,AQP4KO,AQP4KO,1,,,-,,AQP4:-,confirmed,sacrificed,,From Abe sensei→mita
aqp4ko-52,aqp4ko,52,F,2024-11-30,in_house,,,AQP4KO,AQP4KO,1,,,-,,AQP4:-,confirmed,sacrificed,,From Abe sensei→mita
aqp4ko-53,aqp4ko,53,F,2024-11-30,in_house,,,AQP4KO,AQP4KO,1,,,-,,AQP4:-,confirmed,sacrificed,,From Abe sensei→mita
aqp4ko-54,aqp4ko,54,M,2025-04-22,in_house,,,AQP4KO＃37,AQP4KO＃31,4,,,-,,AQP4:-,confirmed,sacrificed,,tag:Punch
aqp4ko-55,aqp4ko,55,M,2025-04-22,in_house,,,AQP4KO＃37,AQP4KO＃31,4,,,-,,AQP4:-,confirmed,sacrificed,,tag:Punch
aqp4ko-56,aqp4ko,56,F,2025-04-22,in_house,,,AQP4KO＃37,AQP4KO＃31,4,,,-,,AQP4:-,confirmed,sacrificed,,tag:Punch
aqp4ko-57,aqp4ko,57,F,2025-04-22,in_house,,,AQP4KO＃37,AQP4KO＃31,4,,,-,,AQP4:-,confirmed,alive,,tag:Punch
aqp4ko-58,aqp4ko,58,F,2025-04-22,in_house,,,AQP4KO＃37,AQP4KO＃31,4,,,-,,AQP4:-,confirmed,alive,,tag:Punch
aqp4ko-59,aqp4ko,59,F,2025-04-22,in_house,,,AQP4KO＃37,AQP4KO＃31,4,,,-,,AQP4:-,confirmed,alive,,tag:Punch
aqp4ko-60,aqp4ko,60,F,2025-04-22,in_house,,,AQP4KO＃37,AQP4KO＃31,4,,,-,,AQP4:-,confirmed,sacrificed,,tag:Punch
aqp4ko-61,aqp4ko,61,M,2025-09-07,in_house,,,AQP4KO＃37,AQP4KO＃56,4,,,-,,AQP4:-,confirmed,sacrificed,,
aqp4ko-62,aqp4ko,62,M,2025-09-07,in_house,,,AQP4KO＃37,AQP4KO＃56,4,,,-,,AQP4:-,confirmed,alive,,orig:実験中
aqp4ko-63,aqp4ko,63,F,2025-09-07,in_house,,,AQP4KO＃37,AQP4KO＃56,4,,,-,,AQP4:-,confirmed,alive,,
aqp4ko-64,aqp4ko,64,F,2025-09-07,in_house,,,AQP4KO＃37,AQP4KO＃56,4,,,-,,AQP4:-,confirmed,alive,,
aqp4ko-65,aqp4ko,65,F,2025-09-07,in_house,,,AQP4KO＃37,AQP4KO＃56,4,,,-,,AQP4:-,confirmed,sacrificed,,
aqp4ko-66,aqp4ko,66,M,2026-01-29,in_house,,,AQP4KO＃54,AQP4KO＃63,5,,,-,,AQP4:-,confirmed,alive,,AQP4KO交配用→2026/05/12終了 tag:Punch
aqp4ko-67,aqp4ko,67,M,2026-01-29,in_house,,,AQP4KO＃54,AQP4KO＃63,5,,,-,,AQP4:-,confirmed,alive,,orig:実験中
aqp4ko-68,aqp4ko,68,M,2026-01-29,in_house,,,AQP4KO＃54,AQP4KO＃63,5,,,-,,AQP4:-,confirmed,alive,,orig:実験中
aqp4ko-69,aqp4ko,69,M,2026-01-29,in_house,,,AQP4KO＃54,AQP4KO＃63,5,,,-,,AQP4:-,confirmed,alive,,
aqp4ko-70,aqp4ko,70,M,2026-01-29,in_house,,,AQP4KO＃54,AQP4KO＃63,5,,,-,,AQP4:-,confirmed,alive,,
aqp4ko-71,aqp4ko,71,M,2026-01-29,in_house,,,AQP4KO＃54,AQP4KO＃63,5,,,-,,AQP4:-,confirmed,alive,,
aqp4ko-72,aqp4ko,72,M,2026-01-29,in_house,,,AQP4KO＃54,AQP4KO＃63,5,,,-,,AQP4:-,confirmed,alive,,
aqp4ko-73,aqp4ko,73,M,2026-01-29,in_house,,,AQP4KO＃54,AQP4KO＃63,5,,,-,,AQP4:-,confirmed,alive,,
aqp4ko-74,aqp4ko,74,F,2026-01-29,in_house,,,AQP4KO＃54,AQP4KO＃63,5,,,-,,AQP4:-,confirmed,alive,,AQP4KO交配用 orig:育児中
aqp4ko-75,aqp4ko,75,M,2026-02-01,in_house,,,AQP4KO＃55,AQP4KO＃64,5,,,-,,AQP4:-,confirmed,alive,,AQP4KO交配用→2026/05/12終了 tag:Punch
aqp4ko-76,aqp4ko,76,F,2026-02-01,in_house,,,AQP4KO＃55,AQP4KO＃64,5,,,-,,AQP4:-,confirmed,alive,,AQP4KO交配用 orig:育児中
aqp4ko-77,aqp4ko,77,F,2026-02-01,in_house,,,AQP4KO＃55,AQP4KO＃64,5,,,-,,AQP4:-,confirmed,mating,,CAGEGFP/AQP4KO交配用→出産見込みなし orig:交配中
aqp4ko-78,aqp4ko,78,F,2026-02-01,in_house,,,AQP4KO＃55,AQP4KO＃64,5,,,-,,AQP4:-,confirmed,alive,,CAGEGFP/AQP4KO交配用 orig:育児中
aqp4ko-79,aqp4ko,79,F,2026-02-01,in_house,,,AQP4KO＃55,AQP4KO＃64,5,,,-,,AQP4:-,confirmed,mating,,5 x FAD x AQP4KO交配用 orig:育児中
aqp4ko-80,aqp4ko,80,F,2026-02-01,in_house,,,AQP4KO＃55,AQP4KO＃64,5,,,-,,AQP4:-,confirmed,mating,,5 x FAD x AQP4KO交配用 orig:育児中
aqp4ko-81,aqp4ko,81,,2026-05-18,in_house,,,AQP4KO＃75,AQP4KO＃74,6,,,-,,AQP4:-,pending,sacrificed,,→尾崎さん
aqp4ko-82,aqp4ko,82,M,2026-05-18,in_house,,,AQP4KO＃75,AQP4KO＃74,6,,,-,,AQP4:-,pending,alive,,
aqp4ko-83,aqp4ko,83,M,2026-05-18,in_house,,,AQP4KO＃75,AQP4KO＃74,6,,,-,,AQP4:-,pending,alive,,
aqp4ko-84,aqp4ko,84,M,2026-05-18,in_house,,,AQP4KO＃75,AQP4KO＃74,6,,,-,,AQP4:-,pending,alive,,
aqp4ko-85,aqp4ko,85,M,2026-05-18,in_house,,,AQP4KO＃75,AQP4KO＃74,6,,,-,,AQP4:-,pending,alive,,
aqp4ko-86,aqp4ko,86,F,2026-05-18,in_house,,,AQP4KO＃75,AQP4KO＃74,6,,,-,,AQP4:-,pending,alive,,
aqp4ko-87,aqp4ko,87,M,2026-05-19,in_house,,,AQP4KO＃66,AQP4KO＃76,6,,,-,,AQP4:-,pending,sacrificed,,→尾崎さん
aqp4ko-88,aqp4ko,88,M,2026-05-19,in_house,,,AQP4KO＃66,AQP4KO＃76,6,,,-,,AQP4:-,pending,alive,,
aqp4ko-89,aqp4ko,89,M,2026-05-19,in_house,,,AQP4KO＃66,AQP4KO＃76,6,,,-,,AQP4:-,pending,alive,,
aqp4ko-90,aqp4ko,90,M,2026-05-19,in_house,,,AQP4KO＃66,AQP4KO＃76,6,,,-,,AQP4:-,pending,alive,,
aqp4ko-91,aqp4ko,91,M,2026-05-19,in_house,,,AQP4KO＃66,AQP4KO＃76,6,,,-,,AQP4:-,pending,alive,,
aqp4ko-92,aqp4ko,92,M,2026-05-19,in_house,,,AQP4KO＃66,AQP4KO＃76,6,,,-,,AQP4:-,pending,alive,,
aqp4ko-93,aqp4ko,93,F,2026-05-19,in_house,,,AQP4KO＃66,AQP4KO＃76,6,,,-,,AQP4:-,confirmed,alive,,
aqp4ko-94,aqp4ko,94,F,2026-05-19,in_house,,,AQP4KO＃66,AQP4KO＃76,6,,,-,,AQP4:-,confirmed,alive,,
aqp4ko-95,aqp4ko,95,F,2026-05-19,in_house,,,AQP4KO＃66,AQP4KO＃76,6,,,-,,AQP4:-,confirmed,alive,,
aqp4ko-96,aqp4ko,96,F,2026-05-19,in_house,,,AQP4KO＃66,AQP4KO＃76,6,,,-,,AQP4:-,confirmed,alive,,
cagegfp-105,cagegfp,105,M,2025-02-20,in_house,,,CAG-EGFP 69,CAG-EGFP 65,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-106,cagegfp,106,M,2025-02-20,in_house,,,CAG-EGFP 69,CAG-EGFP 65,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-107,cagegfp,107,M,2025-02-20,in_house,,,CAG-EGFP 69,CAG-EGFP 65,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-108,cagegfp,108,M,2025-02-20,in_house,,,CAG-EGFP 69,CAG-EGFP 65,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-109,cagegfp,109,M,2025-02-20,in_house,,,CAG-EGFP 69,CAG-EGFP 65,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-110,cagegfp,110,F,2025-02-20,in_house,,,CAG-EGFP 69,CAG-EGFP 65,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-111,cagegfp,111,M,2025-03-21,in_house,,,CAG-EGFP 69,CAG-EGFP 65,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-112,cagegfp,112,F,2025-03-21,in_house,,,CAG-EGFP 69,CAG-EGFP 65,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:右1
cagegfp-113,cagegfp,113,F,2025-03-21,in_house,,,CAG-EGFP 69,CAG-EGFP 65,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-114,cagegfp,114,M,2025-07-10,vendor,,,CAG-EGFP,CAG-EGFP,1,,,,+,CAG-EGFP:+,confirmed,sacrificed,,RIKENから搬入（2025/9/3） tag:右1
cagegfp-115,cagegfp,115,M,2025-07-10,vendor,,,CAG-EGFP,CAG-EGFP,1,,,,+,CAG-EGFP:+,confirmed,sacrificed,,RIKENから搬入（2025/9/3） tag:左1右1
cagegfp-116,cagegfp,116,F,2025-07-09,vendor,,,CAG-EGFP,CAG-EGFP,1,,,,+,CAG-EGFP:+,confirmed,sacrificed,,RIKENから搬入（2025/9/3） tag:左1
cagegfp-117,cagegfp,117,F,2025-07-09,vendor,,,CAG-EGFP,CAG-EGFP,1,,,,+,CAG-EGFP:+,confirmed,sacrificed,,RIKENから搬入（2025/9/3） tag:右1
cagegfp-118,cagegfp,118,M,2025-07-15,vendor,,,CAG-EGFP,CAG-EGFP,1,,,,+,CAG-EGFP:+,confirmed,sacrificed,,三協ラボから搬入（2025/9/9）
cagegfp-119,cagegfp,119,M,2025-07-15,vendor,,,CAG-EGFP,CAG-EGFP,1,,,,+,CAG-EGFP:+,confirmed,sacrificed,,三協ラボから搬入（2025/9/9）
cagegfp-120,cagegfp,120,M,2025-07-15,vendor,,,CAG-EGFP,CAG-EGFP,1,,,,+,CAG-EGFP:+,confirmed,sacrificed,,三協ラボから搬入（2025/9/9）
cagegfp-121,cagegfp,121,M,2025-07-15,vendor,,,CAG-EGFP,CAG-EGFP,1,,,,+,CAG-EGFP:+,confirmed,sacrificed,,三協ラボから搬入（2025/9/9）
cagegfp-122,cagegfp,122,M,2025-07-15,vendor,,,CAG-EGFP,CAG-EGFP,1,,,,+,CAG-EGFP:+,confirmed,sacrificed,,三協ラボから搬入（2025/9/9）
cagegfp-123,cagegfp,123,M,2025-10-02,in_house,,,CAG-EGFP 115,CAG-EGFP 117,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-124,cagegfp,124,M,2025-10-02,in_house,,,CAG-EGFP 115,CAG-EGFP 117,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-125,cagegfp,125,M,2025-10-02,in_house,,,CAG-EGFP 115,CAG-EGFP 117,2,,,,+,CAG-EGFP:+,confirmed,alive,,CAG-EGFP交配用→2026/06/01終了 tag:Punch
cagegfp-126,cagegfp,126,F,2025-10-02,in_house,,,CAG-EGFP 115,CAG-EGFP 117,2,,,,+,CAG-EGFP:+,confirmed,alive,,CAG-EGFP交配用→子死亡（食殺） tag:Punch
cagegfp-127,cagegfp,127,F,2025-10-02,in_house,,,CAG-EGFP 115,CAG-EGFP 117,2,,,,+,CAG-EGFP:+,confirmed,alive,,tag:Punch
cagegfp-128,cagegfp,128,M,2025-10-03,in_house,,,CAG-EGFP 114,CAG-EGFP 116,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-129,cagegfp,129,M,2025-10-03,in_house,,,CAG-EGFP 114,CAG-EGFP 116,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-130,cagegfp,130,M,2025-10-03,in_house,,,CAG-EGFP 114,CAG-EGFP 116,2,,,,+,CAG-EGFP:+,confirmed,alive,,tag:Punch
cagegfp-131,cagegfp,131,F,2025-10-03,in_house,,,CAG-EGFP 114,CAG-EGFP 116,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-132,cagegfp,132,F,2025-10-03,in_house,,,CAG-EGFP 114,CAG-EGFP 116,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-133,cagegfp,133,F,2025-10-03,in_house,,,CAG-EGFP 114,CAG-EGFP 116,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-134,cagegfp,134,F,2025-10-03,in_house,,,CAG-EGFP 114,CAG-EGFP 116,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-135,cagegfp,135,F,2025-10-03,in_house,,,CAG-EGFP 114,CAG-EGFP 116,2,,,,+,CAG-EGFP:+,confirmed,alive,,CAG-EGFP交配用→2026/06/01終了 tag:Punch
cagegfp-136,cagegfp,136,M,2025-10-03,in_house,,,CAG-EGFP 114,CAG-EGFP 116,2,,,,+,CAG-EGFP:+,confirmed,alive,,CAG-EGFP交配用→2026/05/18終了 tag:Punch
cagegfp-137,cagegfp,137,M,2025-12-17,in_house,,,CAG-EGFP 114,CAG-EGFP 117,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-138,cagegfp,138,M,2025-12-17,in_house,,,CAG-EGFP 114,CAG-EGFP 117,2,,,,+,CAG-EGFP:+,confirmed,mating,,CAGEGFP/AQP4KO交配用 orig:交配中
cagegfp-139,cagegfp,139,M,2025-12-17,in_house,,,CAG-EGFP 114,CAG-EGFP 117,2,,,,+,CAG-EGFP:+,confirmed,alive,,orig:実験中
cagegfp-140,cagegfp,140,F,2025-12-17,in_house,,,CAG-EGFP 114,CAG-EGFP 117,2,,,,+,CAG-EGFP:+,confirmed,alive,,orig:実験中
cagegfp-141,cagegfp,141,F,2025-12-17,in_house,,,CAG-EGFP 114,CAG-EGFP 117,2,,,,+,CAG-EGFP:+,confirmed,alive,,
cagegfp-142,cagegfp,142,F,2025-12-17,in_house,,,CAG-EGFP 114,CAG-EGFP 117,2,,,,+,CAG-EGFP:+,confirmed,alive,,orig:実験中
cagegfp-143,cagegfp,143,F,2025-12-18,in_house,,,CAG-EGFP 115,CAG-EGFP 116,2,,,,+,CAG-EGFP:+,confirmed,mating,,orig:交配中
cagegfp-144,cagegfp,144,F,2025-12-18,in_house,,,CAG-EGFP 115,CAG-EGFP 116,2,,,,+,CAG-EGFP:+,confirmed,mating,,orig:交配中
cagegfp-145,cagegfp,145,M,2026-02-09,in_house,,,CAG-EGFP 115,CAG-EGFP 116,2,,,,+,CAG-EGFP:+,confirmed,alive,,CAGEGFP/AQP4KO交配用→2026/05/18終了 tag:Punch
cagegfp-146,cagegfp,146,M,2026-02-14,in_house,,,CAG-EGFP 114,CAG-EGFP 117,2,,,,+,CAG-EGFP:+,confirmed,alive,,orig:実験中
cagegfp-147,cagegfp,147,M,2026-02-14,in_house,,,CAG-EGFP 114,CAG-EGFP 117,2,,,,+,CAG-EGFP:+,confirmed,alive,,orig:実験中
cagegfp-148,cagegfp,148,M,2026-02-14,in_house,,,CAG-EGFP 114,CAG-EGFP 117,2,,,,+,CAG-EGFP:+,confirmed,mating,,tag:Punch orig:交配中
cagegfp-149,cagegfp,149,M,2026-02-14,in_house,,,CAG-EGFP 114,CAG-EGFP 117,2,,,,+,CAG-EGFP:+,confirmed,mating,,tag:Punch orig:交配中
cagegfp-150,cagegfp,150,F,2026-02-14,in_house,,,CAG-EGFP 114,CAG-EGFP 117,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-1,cagegfp,1,M,2023-03-06,vendor,,,CAG-EGFP,CAG-EGFP,1,,,,+,CAG-EGFP:+,confirmed,sacrificed,,RIKENから搬入（2023/1/17）
cagegfp-2,cagegfp,2,M,2023-03-06,vendor,,,CAG-EGFP,CAG-EGFP,1,,,,+,CAG-EGFP:+,confirmed,sacrificed,,RIKENから搬入（2023/1/17）
cagegfp-3,cagegfp,3,F,2023-03-06,vendor,,,CAG-EGFP,CAG-EGFP,1,,,,+,CAG-EGFP:+,confirmed,sacrificed,,RIKENから搬入（2023/1/17）
cagegfp-4,cagegfp,4,F,2023-03-06,vendor,,,CAG-EGFP,CAG-EGFP,1,,,,+,CAG-EGFP:+,confirmed,sacrificed,,RIKENから搬入（2023/1/17）
cagegfp-5,cagegfp,5,F,2023-03-06,vendor,,,CAG-EGFP,CAG-EGFP,1,,,,+,CAG-EGFP:+,confirmed,sacrificed,,RIKENから搬入（2023/1/17）
cagegfp-6,cagegfp,6,M,2023-10-01,vendor,,,CAG-EGFP,CAG-EGFP,1,,,,+,CAG-EGFP:+,confirmed,sacrificed,,三協ラボから搬入（2023/11/28）
cagegfp-7,cagegfp,7,M,2023-10-01,vendor,,,CAG-EGFP,CAG-EGFP,1,,,,+,CAG-EGFP:+,confirmed,sacrificed,,三協ラボから搬入（2023/11/28）
cagegfp-8,cagegfp,8,M,2023-10-01,vendor,,,CAG-EGFP,CAG-EGFP,1,,,,+,CAG-EGFP:+,confirmed,sacrificed,,三協ラボから搬入（2023/11/28）
cagegfp-9,cagegfp,9,M,2023-10-01,vendor,,,CAG-EGFP,CAG-EGFP,1,,,,+,CAG-EGFP:+,confirmed,sacrificed,,三協ラボから搬入（2023/11/28）
cagegfp-10,cagegfp,10,M,2023-10-01,vendor,,,CAG-EGFP,CAG-EGFP,1,,,,+,CAG-EGFP:+,confirmed,sacrificed,,三協ラボから搬入（2023/11/28）
cagegfp-11,cagegfp,11,M,2023-11-10,in_house,,,CAG-EGFP 1,CAG-EGFP 5,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-12,cagegfp,12,M,2023-11-10,in_house,,,CAG-EGFP 1,CAG-EGFP 5,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:左1
cagegfp-13,cagegfp,13,F,2023-11-10,in_house,,,CAG-EGFP 1,CAG-EGFP 5,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-14,cagegfp,14,F,2023-11-10,in_house,,,CAG-EGFP 1,CAG-EGFP 5,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:左1
cagegfp-15,cagegfp,15,F,2023-11-10,in_house,,,CAG-EGFP 1,CAG-EGFP 5,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:右1
cagegfp-16,cagegfp,16,M,2023-11-12,in_house,,,CAG-EGFP 2,CAG-EGFP 4,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-17,cagegfp,17,F,2023-11-12,in_house,,,CAG-EGFP 2,CAG-EGFP 4,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-18,cagegfp,18,M,2023-12-27,in_house,,,CAG-EGFP 1,CAG-EGFP 5,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-19,cagegfp,19,F,2023-12-27,in_house,,,CAG-EGFP 1,CAG-EGFP 5,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-20,cagegfp,20,F,2023-12-27,in_house,,,CAG-EGFP 1,CAG-EGFP 5,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-21,cagegfp,21,M,2024-01-02,in_house,,,CAG-EGFP 2,CAG-EGFP 4,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-22,cagegfp,22,M,2024-01-02,in_house,,,CAG-EGFP 2,CAG-EGFP 4,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-23,cagegfp,23,F,2024-01-02,in_house,,,CAG-EGFP 2,CAG-EGFP 4,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-24,cagegfp,24,F,2024-01-02,in_house,,,CAG-EGFP 2,CAG-EGFP 4,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-25,cagegfp,25,F,2024-01-02,in_house,,,CAG-EGFP 2,CAG-EGFP 4,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-26,cagegfp,26,M,2024-02-14,in_house,,,CAG-EGFP 1,CAG-EGFP 5,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-27,cagegfp,27,M,2024-02-14,in_house,,,CAG-EGFP 1,CAG-EGFP 5,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-28,cagegfp,28,M,2024-02-14,in_house,,,CAG-EGFP 1,CAG-EGFP 5,2,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-29,cagegfp,29,M,2024-03-06,in_house,,,CAG-EGFP 22,CAG-EGFP 20,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,交配x tag:Punch
cagegfp-30,cagegfp,30,M,2024-03-06,in_house,,,CAG-EGFP 22,CAG-EGFP 20,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,交配x tag:Punch
cagegfp-31,cagegfp,31,M,2024-03-06,in_house,,,CAG-EGFP 22,CAG-EGFP 20,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,交配x tag:Punch
cagegfp-32,cagegfp,32,M,2024-03-06,in_house,,,CAG-EGFP 22,CAG-EGFP 20,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,交配x tag:Punch
cagegfp-33,cagegfp,33,F,2024-03-06,in_house,,,CAG-EGFP 22,CAG-EGFP 20,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,交配x tag:Punch
cagegfp-34,cagegfp,34,M,2024-03-08,in_house,,,CAG-EGFP 12,CAG-EGFP 13,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,交配x tag:Punch
cagegfp-35,cagegfp,35,M,2024-03-08,in_house,,,CAG-EGFP 12,CAG-EGFP 13,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,交配x tag:Punch
cagegfp-36,cagegfp,36,F,2024-03-08,in_house,,,CAG-EGFP 12,CAG-EGFP 13,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,交配x tag:Punch
cagegfp-37,cagegfp,37,M,2024-04-03,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-38,cagegfp,38,F,2024-04-03,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-39,cagegfp,39,F,2024-04-03,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-40,cagegfp,40,F,2024-04-03,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-41,cagegfp,41,M,2024-05-08,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-42,cagegfp,42,M,2024-05-08,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-43,cagegfp,43,M,2024-05-08,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-44,cagegfp,44,M,2024-05-08,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-45,cagegfp,45,M,2024-05-08,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-46,cagegfp,46,M,2024-05-08,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,tag:Punch
cagegfp-47,cagegfp,47,F,2024-05-08,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-48,cagegfp,48,F,2024-05-08,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-49,cagegfp,49,F,2024-05-08,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-50,cagegfp,50,F,2024-05-08,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-51,cagegfp,51,F,2024-05-08,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-52,cagegfp,52,F,2024-05-08,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-53,cagegfp,53,M,2024-06-01,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-54,cagegfp,54,M,2024-06-01,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-55,cagegfp,55,F,2024-06-01,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-56,cagegfp,56,F,2024-06-01,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-57,cagegfp,57,F,2024-06-01,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-58,cagegfp,58,M,2024-06-29,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-59,cagegfp,59,M,2024-06-29,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-60,cagegfp,60,M,2024-06-29,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-61,cagegfp,61,F,2024-06-29,in_house,,,CAG-EGFP,CAG-EGFP,4,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
cagegfp-62,cagegfp,62,M,2024-07-06,in_house,,,CAG-EGFP 12,CAG-EGFP 17,3,,,,+,CAG-EGFP:+,confirmed,sacrificed,,
